entity_id,state,last_changed
sensor.testing_machine_current_power,1940.4,2026-01-23T23:14:44.539Z
sensor.testing_machine_current_power,1932.3,2026-01-23T23:15:14.785Z
sensor.testing_machine_current_power,1932.6,2026-01-23T23:15:44.788Z
sensor.testing_machine_current_power,1933.9,2026-01-23T23:16:14.776Z
sensor.testing_machine_current_power,1930.6,2026-01-23T23:16:44.552Z
sensor.testing_machine_current_power,1918.3,2026-01-23T23:17:14.550Z
sensor.testing_machine_current_power,1931.0,2026-01-23T23:17:44.770Z
sensor.testing_machine_current_power,1924.0,2026-01-23T23:18:14.548Z
sensor.testing_machine_current_power,1919.6,2026-01-23T23:18:44.538Z
sensor.testing_machine_current_power,1932.8,2026-01-23T23:19:14.551Z
sensor.testing_machine_current_power,70.4,2026-01-23T23:19:44.773Z
sensor.testing_machine_current_power,66.9,2026-01-23T23:20:14.780Z
sensor.testing_machine_current_power,65.3,2026-01-23T23:20:44.780Z
sensor.testing_machine_current_power,70.4,2026-01-23T23:21:14.772Z
sensor.testing_machine_current_power,69.4,2026-01-23T23:21:44.568Z
sensor.testing_machine_current_power,65.4,2026-01-23T23:22:14.539Z
sensor.testing_machine_current_power,65.0,2026-01-23T23:22:44.548Z
sensor.testing_machine_current_power,71.6,2026-01-23T23:23:14.549Z
sensor.testing_machine_current_power,69.8,2026-01-23T23:23:44.539Z
sensor.testing_machine_current_power,65.1,2026-01-23T23:24:14.554Z
sensor.testing_machine_current_power,66.1,2026-01-23T23:24:44.768Z
sensor.testing_machine_current_power,69.7,2026-01-23T23:25:14.766Z
sensor.testing_machine_current_power,67.9,2026-01-23T23:25:44.779Z
sensor.testing_machine_current_power,65.8,2026-01-23T23:26:14.539Z
sensor.testing_machine_current_power,64.7,2026-01-23T23:26:44.549Z
sensor.testing_machine_current_power,69.8,2026-01-23T23:27:14.541Z
sensor.testing_machine_current_power,71.2,2026-01-23T23:27:44.770Z
sensor.testing_machine_current_power,66.8,2026-01-23T23:28:14.556Z
sensor.testing_machine_current_power,65.2,2026-01-23T23:28:44.772Z
sensor.testing_machine_current_power,69.7,2026-01-23T23:29:14.768Z
sensor.testing_machine_current_power,67.7,2026-01-23T23:29:44.552Z
sensor.testing_machine_current_power,61.2,2026-01-23T23:30:14.787Z
sensor.testing_machine_current_power,64.6,2026-01-23T23:30:44.778Z
sensor.testing_machine_current_power,70.1,2026-01-23T23:31:14.791Z
sensor.testing_machine_current_power,69.0,2026-01-23T23:31:44.771Z
sensor.testing_machine_current_power,75.8,2026-01-23T23:32:14.770Z
sensor.testing_machine_current_power,66.5,2026-01-23T23:32:44.547Z
sensor.testing_machine_current_power,66.7,2026-01-23T23:33:14.776Z
sensor.testing_machine_current_power,68.6,2026-01-23T23:33:44.548Z
sensor.testing_machine_current_power,72.1,2026-01-23T23:34:14.778Z
sensor.testing_machine_current_power,64.0,2026-01-23T23:34:44.534Z
sensor.testing_machine_current_power,70.1,2026-01-23T23:35:14.548Z
sensor.testing_machine_current_power,67.6,2026-01-23T23:35:44.766Z
sensor.testing_machine_current_power,68.8,2026-01-23T23:36:14.766Z
sensor.testing_machine_current_power,65.8,2026-01-23T23:36:44.783Z
sensor.testing_machine_current_power,67.3,2026-01-23T23:37:14.766Z
sensor.testing_machine_current_power,67.0,2026-01-23T23:37:44.554Z
sensor.testing_machine_current_power,69.8,2026-01-23T23:38:14.779Z
sensor.testing_machine_current_power,64.3,2026-01-23T23:38:44.767Z
sensor.testing_machine_current_power,63.8,2026-01-23T23:39:14.555Z
sensor.testing_machine_current_power,69.0,2026-01-23T23:39:44.766Z
sensor.testing_machine_current_power,69.4,2026-01-23T23:40:14.544Z
sensor.testing_machine_current_power,63.0,2026-01-23T23:40:44.536Z
sensor.testing_machine_current_power,64.9,2026-01-23T23:41:14.544Z
sensor.testing_machine_current_power,69.9,2026-01-23T23:41:44.791Z
sensor.testing_machine_current_power,67.7,2026-01-23T23:42:14.812Z
sensor.testing_machine_current_power,64.0,2026-01-23T23:42:44.802Z
sensor.testing_machine_current_power,64.8,2026-01-23T23:43:14.537Z
sensor.testing_machine_current_power,68.1,2026-01-23T23:43:44.547Z
sensor.testing_machine_current_power,70.9,2026-01-23T23:44:14.848Z
sensor.testing_machine_current_power,64.3,2026-01-23T23:44:44.540Z
sensor.testing_machine_current_power,64.1,2026-01-23T23:45:14.548Z
sensor.testing_machine_current_power,69.5,2026-01-23T23:45:44.537Z
sensor.testing_machine_current_power,67.5,2026-01-23T23:46:14.777Z
sensor.testing_machine_current_power,65.3,2026-01-23T23:46:44.790Z
sensor.testing_machine_current_power,66.3,2026-01-23T23:47:14.775Z
sensor.testing_machine_current_power,67.5,2026-01-23T23:47:44.546Z
sensor.testing_machine_current_power,69.5,2026-01-23T23:48:14.536Z
sensor.testing_machine_current_power,63.2,2026-01-23T23:48:44.545Z
sensor.testing_machine_current_power,64.0,2026-01-23T23:49:14.867Z
sensor.testing_machine_current_power,69.1,2026-01-23T23:49:44.775Z
sensor.testing_machine_current_power,68.5,2026-01-23T23:50:14.550Z
sensor.testing_machine_current_power,62.2,2026-01-23T23:50:44.540Z
sensor.testing_machine_current_power,63.0,2026-01-23T23:51:14.546Z
sensor.testing_machine_current_power,67.9,2026-01-23T23:51:44.768Z
sensor.testing_machine_current_power,69.5,2026-01-23T23:52:14.770Z
sensor.testing_machine_current_power,74.3,2026-01-23T23:52:44.545Z
sensor.testing_machine_current_power,65.2,2026-01-23T23:53:14.536Z
sensor.testing_machine_current_power,62.9,2026-01-23T23:53:44.770Z
sensor.testing_machine_current_power,68.0,2026-01-23T23:54:14.562Z
sensor.testing_machine_current_power,69.5,2026-01-23T23:54:44.767Z
sensor.testing_machine_current_power,64.8,2026-01-23T23:55:14.766Z
sensor.testing_machine_current_power,63.6,2026-01-23T23:55:44.554Z
sensor.testing_machine_current_power,68.7,2026-01-23T23:56:14.539Z
sensor.testing_machine_current_power,69.9,2026-01-23T23:56:44.770Z
sensor.testing_machine_current_power,63.0,2026-01-23T23:57:14.779Z
sensor.testing_machine_current_power,63.5,2026-01-23T23:57:44.536Z
sensor.testing_machine_current_power,66.5,2026-01-23T23:58:14.548Z
sensor.testing_machine_current_power,51.6,2026-01-23T23:58:44.791Z
sensor.testing_machine_current_power,22.4,2026-01-23T23:59:14.549Z
sensor.testing_machine_current_power,11.1,2026-01-23T23:59:44.871Z
sensor.testing_machine_current_power,64.0,2026-01-24T00:00:44.546Z
sensor.testing_machine_current_power,87.2,2026-01-24T00:01:14.541Z
sensor.testing_machine_current_power,66.9,2026-01-24T00:01:44.547Z
sensor.testing_machine_current_power,67.5,2026-01-24T00:02:14.537Z
sensor.testing_machine_current_power,72.4,2026-01-24T00:02:44.548Z
sensor.testing_machine_current_power,73.3,2026-01-24T00:03:14.543Z
sensor.testing_machine_current_power,64.9,2026-01-24T00:03:44.553Z
sensor.testing_machine_current_power,78.6,2026-01-24T00:04:14.538Z
sensor.testing_machine_current_power,71.3,2026-01-24T00:04:44.560Z
sensor.testing_machine_current_power,68.3,2026-01-24T00:05:14.538Z
sensor.testing_machine_current_power,65.1,2026-01-24T00:05:44.550Z
sensor.testing_machine_current_power,66.9,2026-01-24T00:06:14.540Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:06:44.553Z
sensor.testing_machine_current_power,25.0,2026-01-24T00:07:14.543Z
sensor.testing_machine_current_power,8.9,2026-01-24T00:07:44.551Z
sensor.testing_machine_current_power,69.7,2026-01-24T00:08:14.544Z
sensor.testing_machine_current_power,64.8,2026-01-24T00:08:44.776Z
sensor.testing_machine_current_power,66.8,2026-01-24T00:09:14.789Z
sensor.testing_machine_current_power,71.7,2026-01-24T00:09:44.545Z
sensor.testing_machine_current_power,71.0,2026-01-24T00:10:14.551Z
sensor.testing_machine_current_power,65.1,2026-01-24T00:10:44.780Z
sensor.testing_machine_current_power,67.6,2026-01-24T00:11:14.551Z
sensor.testing_machine_current_power,69.4,2026-01-24T00:11:44.541Z
sensor.testing_machine_current_power,68.3,2026-01-24T00:12:14.558Z
sensor.testing_machine_current_power,79.7,2026-01-24T00:12:44.544Z
sensor.testing_machine_current_power,62.5,2026-01-24T00:13:14.557Z
sensor.testing_machine_current_power,0.2,2026-01-24T00:13:44.550Z
sensor.testing_machine_current_power,21.9,2026-01-24T00:14:14.554Z
sensor.testing_machine_current_power,23.8,2026-01-24T00:14:45.131Z
sensor.testing_machine_current_power,8.4,2026-01-24T00:15:14.554Z
sensor.testing_machine_current_power,78.7,2026-01-24T00:15:44.782Z
sensor.testing_machine_current_power,1939.6,2026-01-24T00:16:14.775Z
sensor.testing_machine_current_power,1934.0,2026-01-24T00:16:44.555Z
sensor.testing_machine_current_power,1941.3,2026-01-24T00:17:14.774Z
sensor.testing_machine_current_power,1946.0,2026-01-24T00:17:44.559Z
sensor.testing_machine_current_power,1943.5,2026-01-24T00:18:14.545Z
sensor.testing_machine_current_power,1932.6,2026-01-24T00:18:44.775Z
sensor.testing_machine_current_power,1960.7,2026-01-24T00:19:14.796Z
sensor.testing_machine_current_power,1954.3,2026-01-24T00:19:44.548Z
sensor.testing_machine_current_power,1949.5,2026-01-24T00:20:14.555Z
sensor.testing_machine_current_power,1943.2,2026-01-24T00:20:44.550Z
sensor.testing_machine_current_power,1961.9,2026-01-24T00:21:14.559Z
sensor.testing_machine_current_power,1950.1,2026-01-24T00:21:44.785Z
sensor.testing_machine_current_power,1936.8,2026-01-24T00:22:14.552Z
sensor.testing_machine_current_power,1947.7,2026-01-24T00:22:44.545Z
sensor.testing_machine_current_power,1945.5,2026-01-24T00:23:14.574Z
sensor.testing_machine_current_power,1949.6,2026-01-24T00:23:44.785Z
sensor.testing_machine_current_power,1942.2,2026-01-24T00:24:14.827Z
sensor.testing_machine_current_power,1937.6,2026-01-24T00:24:44.565Z
sensor.testing_machine_current_power,1941.0,2026-01-24T00:25:14.545Z
sensor.testing_machine_current_power,1947.8,2026-01-24T00:25:44.779Z
sensor.testing_machine_current_power,1947.1,2026-01-24T00:26:44.555Z
sensor.testing_machine_current_power,1966.5,2026-01-24T00:27:14.546Z
sensor.testing_machine_current_power,1965.5,2026-01-24T00:27:44.557Z
sensor.testing_machine_current_power,1966.0,2026-01-24T00:28:14.549Z
sensor.testing_machine_current_power,1945.5,2026-01-24T00:28:44.546Z
sensor.testing_machine_current_power,1930.5,2026-01-24T00:29:14.788Z
sensor.testing_machine_current_power,1943.0,2026-01-24T00:29:44.546Z
sensor.testing_machine_current_power,1939.7,2026-01-24T00:30:14.941Z
sensor.testing_machine_current_power,1948.1,2026-01-24T00:30:44.858Z
sensor.testing_machine_current_power,1951.9,2026-01-24T00:31:14.550Z
sensor.testing_machine_current_power,1940.6,2026-01-24T00:31:44.557Z
sensor.testing_machine_current_power,1944.0,2026-01-24T00:32:14.781Z
sensor.testing_machine_current_power,1949.7,2026-01-24T00:32:44.557Z
sensor.testing_machine_current_power,1938.3,2026-01-24T00:33:14.549Z
sensor.testing_machine_current_power,1932.0,2026-01-24T00:33:44.558Z
sensor.testing_machine_current_power,1947.9,2026-01-24T00:34:14.551Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:34:44.779Z
sensor.testing_machine_current_power,1.2,2026-01-24T00:35:44.576Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:36:14.550Z
sensor.testing_machine_current_power,0.1,2026-01-24T00:36:44.785Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:37:14.548Z
sensor.testing_machine_current_power,24.6,2026-01-24T00:38:14.551Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:38:44.549Z
sensor.testing_machine_current_power,2.2,2026-01-24T00:39:14.786Z
sensor.testing_machine_current_power,0.2,2026-01-24T00:39:44.806Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:40:14.548Z
sensor.testing_machine_current_power,0.9,2026-01-24T00:41:44.560Z
sensor.testing_machine_current_power,0.1,2026-01-24T00:42:14.552Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:42:44.549Z
sensor.testing_machine_current_power,1.3,2026-01-24T00:43:14.548Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:43:44.546Z
sensor.testing_machine_current_power,1.7,2026-01-24T00:46:44.549Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:47:14.549Z
sensor.testing_machine_current_power,0.7,2026-01-24T00:48:14.580Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:48:44.552Z
sensor.testing_machine_current_power,0.6,2026-01-24T00:49:14.564Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:49:44.788Z
sensor.testing_machine_current_power,0.6,2026-01-24T00:50:14.800Z
sensor.testing_machine_current_power,0.5,2026-01-24T00:50:44.562Z
sensor.testing_machine_current_power,2.1,2026-01-24T00:51:14.550Z
sensor.testing_machine_current_power,1.1,2026-01-24T00:51:44.566Z
sensor.testing_machine_current_power,0.4,2026-01-24T00:52:14.554Z
sensor.testing_machine_current_power,1.8,2026-01-24T00:52:44.783Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:53:14.573Z
sensor.testing_machine_current_power,59.8,2026-01-24T00:54:14.562Z
sensor.testing_machine_current_power,0.0,2026-01-24T00:54:44.552Z
sensor.testing_machine_current_power,10.8,2026-01-24T01:09:44.850Z
sensor.testing_machine_current_power,9.9,2026-01-24T01:10:14.826Z
sensor.testing_machine_current_power,63.5,2026-01-24T01:10:45.061Z
sensor.testing_machine_current_power,82.4,2026-01-24T01:11:15.072Z
sensor.testing_machine_current_power,1980.3,2026-01-24T01:11:45.054Z
sensor.testing_machine_current_power,1987.6,2026-01-24T01:12:15.087Z
sensor.testing_machine_current_power,1993.9,2026-01-24T01:12:45.068Z
sensor.testing_machine_current_power,1997.9,2026-01-24T01:13:15.096Z
sensor.testing_machine_current_power,1986.1,2026-01-24T01:13:44.837Z
sensor.testing_machine_current_power,1978.2,2026-01-24T01:14:14.829Z
sensor.testing_machine_current_power,1999.3,2026-01-24T01:14:45.064Z
sensor.testing_machine_current_power,2002.1,2026-01-24T01:15:14.848Z
sensor.testing_machine_current_power,1985.8,2026-01-24T01:15:45.060Z
sensor.testing_machine_current_power,1987.5,2026-01-24T01:16:15.056Z
sensor.testing_machine_current_power,1999.5,2026-01-24T01:16:45.073Z
sensor.testing_machine_current_power,1997.2,2026-01-24T01:17:15.056Z
sensor.testing_machine_current_power,1974.1,2026-01-24T01:17:44.834Z
sensor.testing_machine_current_power,1983.7,2026-01-24T01:18:15.073Z
sensor.testing_machine_current_power,1990.7,2026-01-24T01:18:45.059Z
sensor.testing_machine_current_power,1988.4,2026-01-24T01:19:14.835Z
sensor.testing_machine_current_power,1982.4,2026-01-24T01:19:44.821Z
sensor.testing_machine_current_power,1980.2,2026-01-24T01:20:15.071Z
sensor.testing_machine_current_power,1991.7,2026-01-24T01:20:44.850Z
sensor.testing_machine_current_power,1988.2,2026-01-24T01:21:15.051Z
sensor.testing_machine_current_power,1979.1,2026-01-24T01:21:45.046Z
sensor.testing_machine_current_power,61.8,2026-01-24T01:22:15.068Z
sensor.testing_machine_current_power,70.4,2026-01-24T01:22:44.819Z
sensor.testing_machine_current_power,69.3,2026-01-24T01:23:14.829Z
sensor.testing_machine_current_power,69.2,2026-01-24T01:23:44.818Z
sensor.testing_machine_current_power,69.0,2026-01-24T01:24:14.829Z
sensor.testing_machine_current_power,63.6,2026-01-24T01:24:44.819Z
sensor.testing_machine_current_power,24.6,2026-01-24T01:25:14.831Z
sensor.testing_machine_current_power,21.8,2026-01-24T01:25:45.068Z
sensor.testing_machine_current_power,12.7,2026-01-24T01:26:14.832Z
sensor.testing_machine_current_power,67.9,2026-01-24T01:26:45.066Z
sensor.testing_machine_current_power,81.3,2026-01-24T01:27:15.050Z
sensor.testing_machine_current_power,2010.4,2026-01-24T01:27:44.829Z
sensor.testing_machine_current_power,2023.3,2026-01-24T01:28:14.817Z
sensor.testing_machine_current_power,2012.9,2026-01-24T01:28:44.828Z
sensor.testing_machine_current_power,2002.2,2026-01-24T01:29:15.048Z
sensor.testing_machine_current_power,2001.5,2026-01-24T01:29:45.050Z
sensor.testing_machine_current_power,2005.9,2026-01-24T01:30:14.832Z
sensor.testing_machine_current_power,1999.2,2026-01-24T01:30:45.047Z
sensor.testing_machine_current_power,1996.3,2026-01-24T01:31:15.047Z
sensor.testing_machine_current_power,1990.2,2026-01-24T01:31:44.852Z
sensor.testing_machine_current_power,1996.9,2026-01-24T01:32:15.046Z
sensor.testing_machine_current_power,2003.2,2026-01-24T01:32:45.049Z
sensor.testing_machine_current_power,69.9,2026-01-24T01:33:14.831Z
sensor.testing_machine_current_power,65.2,2026-01-24T01:33:45.075Z
sensor.testing_machine_current_power,63.0,2026-01-24T01:34:15.056Z
sensor.testing_machine_current_power,70.9,2026-01-24T01:34:45.067Z
sensor.testing_machine_current_power,70.8,2026-01-24T01:35:14.819Z
sensor.testing_machine_current_power,63.8,2026-01-24T01:35:44.826Z
sensor.testing_machine_current_power,65.5,2026-01-24T01:36:15.052Z
sensor.testing_machine_current_power,68.3,2026-01-24T01:36:45.047Z
sensor.testing_machine_current_power,68.7,2026-01-24T01:37:14.847Z
sensor.testing_machine_current_power,62.4,2026-01-24T01:37:45.049Z
sensor.testing_machine_current_power,65.3,2026-01-24T01:38:14.834Z
sensor.testing_machine_current_power,69.2,2026-01-24T01:38:45.044Z
sensor.testing_machine_current_power,68.7,2026-01-24T01:39:15.046Z
sensor.testing_machine_current_power,63.7,2026-01-24T01:39:44.830Z
sensor.testing_machine_current_power,63.5,2026-01-24T01:40:14.814Z
sensor.testing_machine_current_power,69.4,2026-01-24T01:40:44.829Z
sensor.testing_machine_current_power,71.7,2026-01-24T01:41:15.046Z
sensor.testing_machine_current_power,65.4,2026-01-24T01:41:44.835Z
sensor.testing_machine_current_power,63.9,2026-01-24T01:42:15.045Z
sensor.testing_machine_current_power,69.1,2026-01-24T01:42:44.826Z
sensor.testing_machine_current_power,69.3,2026-01-24T01:43:14.826Z
sensor.testing_machine_current_power,74.7,2026-01-24T01:43:45.048Z
sensor.testing_machine_current_power,65.9,2026-01-24T01:44:15.047Z
sensor.testing_machine_current_power,70.6,2026-01-24T01:44:45.109Z
sensor.testing_machine_current_power,69.3,2026-01-24T01:45:15.045Z
sensor.testing_machine_current_power,72.2,2026-01-24T01:45:44.825Z
sensor.testing_machine_current_power,64.8,2026-01-24T01:46:14.815Z
sensor.testing_machine_current_power,72.1,2026-01-24T01:46:45.046Z
sensor.testing_machine_current_power,71.9,2026-01-24T01:47:15.056Z
sensor.testing_machine_current_power,1995.2,2026-01-24T01:47:45.047Z
sensor.testing_machine_current_power,1975.0,2026-01-24T01:48:14.823Z
sensor.testing_machine_current_power,2005.0,2026-01-24T01:48:45.058Z
sensor.testing_machine_current_power,1991.6,2026-01-24T01:49:15.044Z
sensor.testing_machine_current_power,1989.3,2026-01-24T01:49:44.824Z
sensor.testing_machine_current_power,1979.8,2026-01-24T01:50:14.813Z
sensor.testing_machine_current_power,1978.2,2026-01-24T01:50:45.049Z
sensor.testing_machine_current_power,1976.2,2026-01-24T01:51:14.825Z
sensor.testing_machine_current_power,1980.0,2026-01-24T01:51:45.054Z
sensor.testing_machine_current_power,1974.6,2026-01-24T01:52:15.050Z
sensor.testing_machine_current_power,1972.8,2026-01-24T01:52:45.061Z
sensor.testing_machine_current_power,1968.7,2026-01-24T01:53:15.056Z
sensor.testing_machine_current_power,1960.1,2026-01-24T01:53:44.838Z
sensor.testing_machine_current_power,1968.6,2026-01-24T01:54:15.050Z
sensor.testing_machine_current_power,1979.2,2026-01-24T01:54:45.039Z
sensor.testing_machine_current_power,1986.0,2026-01-24T01:55:14.824Z
sensor.testing_machine_current_power,1990.4,2026-01-24T01:55:44.812Z
sensor.testing_machine_current_power,1948.6,2026-01-24T01:56:14.826Z
sensor.testing_machine_current_power,1955.2,2026-01-24T01:56:44.813Z
sensor.testing_machine_current_power,1974.4,2026-01-24T01:57:15.141Z
sensor.testing_machine_current_power,1982.8,2026-01-24T01:57:44.849Z
sensor.testing_machine_current_power,65.4,2026-01-24T01:58:15.402Z
sensor.testing_machine_current_power,64.3,2026-01-24T01:58:45.042Z
sensor.testing_machine_current_power,68.8,2026-01-24T01:59:14.836Z
sensor.testing_machine_current_power,65.5,2026-01-24T02:00:14.875Z
sensor.testing_machine_current_power,64.0,2026-01-24T02:00:44.813Z
sensor.testing_machine_current_power,69.8,2026-01-24T02:01:14.860Z
sensor.testing_machine_current_power,69.9,2026-01-24T02:01:44.816Z
sensor.testing_machine_current_power,65.8,2026-01-24T02:02:15.194Z
sensor.testing_machine_current_power,63.8,2026-01-24T02:02:45.107Z
sensor.testing_machine_current_power,71.1,2026-01-24T02:03:14.825Z
sensor.testing_machine_current_power,70.5,2026-01-24T02:03:44.829Z
sensor.testing_machine_current_power,78.5,2026-01-24T02:04:15.329Z
sensor.testing_machine_current_power,65.3,2026-01-24T02:04:44.815Z
sensor.testing_machine_current_power,70.0,2026-01-24T02:05:15.203Z
sensor.testing_machine_current_power,69.5,2026-01-24T02:05:44.811Z
sensor.testing_machine_current_power,72.0,2026-01-24T02:06:14.831Z
sensor.testing_machine_current_power,64.3,2026-01-24T02:06:44.845Z
sensor.testing_machine_current_power,68.6,2026-01-24T02:07:14.837Z
sensor.testing_machine_current_power,68.8,2026-01-24T02:07:45.130Z
sensor.testing_machine_current_power,70.2,2026-01-24T02:08:14.831Z
sensor.testing_machine_current_power,63.1,2026-01-24T02:08:44.815Z
sensor.testing_machine_current_power,73.0,2026-01-24T02:09:15.172Z
sensor.testing_machine_current_power,70.2,2026-01-24T02:09:45.146Z
sensor.testing_machine_current_power,71.2,2026-01-24T02:10:14.832Z
sensor.testing_machine_current_power,67.0,2026-01-24T02:10:45.140Z
sensor.testing_machine_current_power,68.4,2026-01-24T02:11:14.853Z
sensor.testing_machine_current_power,71.3,2026-01-24T02:11:44.822Z
sensor.testing_machine_current_power,66.4,2026-01-24T02:12:44.856Z
sensor.testing_machine_current_power,66.1,2026-01-24T02:13:14.811Z
sensor.testing_machine_current_power,71.6,2026-01-24T02:13:45.191Z
sensor.testing_machine_current_power,69.5,2026-01-24T02:14:14.890Z
sensor.testing_machine_current_power,67.8,2026-01-24T02:14:45.141Z
sensor.testing_machine_current_power,66.0,2026-01-24T02:15:15.130Z
sensor.testing_machine_current_power,72.2,2026-01-24T02:15:44.825Z
sensor.testing_machine_current_power,71.7,2026-01-24T02:16:15.123Z
sensor.testing_machine_current_power,65.4,2026-01-24T02:16:44.829Z
sensor.testing_machine_current_power,66.1,2026-01-24T02:17:14.820Z
sensor.testing_machine_current_power,70.2,2026-01-24T02:17:44.829Z
sensor.testing_machine_current_power,71.6,2026-01-24T02:18:15.165Z
sensor.testing_machine_current_power,65.1,2026-01-24T02:18:45.127Z
sensor.testing_machine_current_power,67.5,2026-01-24T02:19:15.135Z
sensor.testing_machine_current_power,70.3,2026-01-24T02:19:44.817Z
sensor.testing_machine_current_power,73.5,2026-01-24T02:20:14.829Z
sensor.testing_machine_current_power,66.8,2026-01-24T02:20:44.819Z
sensor.testing_machine_current_power,65.7,2026-01-24T02:21:14.832Z
sensor.testing_machine_current_power,70.6,2026-01-24T02:21:45.132Z
sensor.testing_machine_current_power,70.7,2026-01-24T02:22:15.155Z
sensor.testing_machine_current_power,68.3,2026-01-24T02:22:44.834Z
sensor.testing_machine_current_power,65.0,2026-01-24T02:23:14.834Z
sensor.testing_machine_current_power,70.4,2026-01-24T02:23:45.110Z
sensor.testing_machine_current_power,72.7,2026-01-24T02:24:15.348Z
sensor.testing_machine_current_power,80.3,2026-01-24T02:24:44.825Z
sensor.testing_machine_current_power,67.5,2026-01-24T02:25:15.167Z
sensor.testing_machine_current_power,69.9,2026-01-24T02:25:45.057Z
sensor.testing_machine_current_power,69.7,2026-01-24T02:26:15.054Z
sensor.testing_machine_current_power,74.8,2026-01-24T02:26:44.826Z
sensor.testing_machine_current_power,63.6,2026-01-24T02:27:14.812Z
sensor.testing_machine_current_power,78.9,2026-01-24T02:27:44.829Z
sensor.testing_machine_current_power,69.4,2026-01-24T02:28:14.816Z
sensor.testing_machine_current_power,63.3,2026-01-24T02:29:14.835Z
sensor.testing_machine_current_power,68.2,2026-01-24T02:29:44.811Z
sensor.testing_machine_current_power,70.1,2026-01-24T02:30:15.084Z
sensor.testing_machine_current_power,70.5,2026-01-24T02:30:45.075Z
sensor.testing_machine_current_power,65.5,2026-01-24T02:31:14.812Z
sensor.testing_machine_current_power,62.4,2026-01-24T02:31:45.076Z
sensor.testing_machine_current_power,69.9,2026-01-24T02:32:14.826Z
sensor.testing_machine_current_power,68.4,2026-01-24T02:32:44.811Z
sensor.testing_machine_current_power,65.1,2026-01-24T02:33:14.826Z
sensor.testing_machine_current_power,66.2,2026-01-24T02:33:44.812Z
sensor.testing_machine_current_power,69.0,2026-01-24T02:34:15.054Z
sensor.testing_machine_current_power,68.1,2026-01-24T02:34:44.825Z
sensor.testing_machine_current_power,63.3,2026-01-24T02:35:14.816Z
sensor.testing_machine_current_power,62.3,2026-01-24T02:35:45.048Z
sensor.testing_machine_current_power,63.3,2026-01-24T02:36:15.066Z
sensor.testing_machine_current_power,63.8,2026-01-24T02:36:45.058Z
sensor.testing_machine_current_power,24.0,2026-01-24T02:37:14.824Z
sensor.testing_machine_current_power,21.3,2026-01-24T02:37:44.816Z
sensor.testing_machine_current_power,10.2,2026-01-24T02:38:14.827Z
sensor.testing_machine_current_power,65.0,2026-01-24T02:38:45.040Z
sensor.testing_machine_current_power,80.7,2026-01-24T02:39:15.055Z
sensor.testing_machine_current_power,64.9,2026-01-24T02:39:44.824Z
